user_id,destination,year,month,visitors,rating,review_text,cost_level,dest_type,city
133,Varanasi,2021,2,2365,3.5,Peaceful and beautiful scenery.,2,spiritual,Varanasi
189,Kerala,2021,2,4138,4.1,Good food and hotels.,3,backwater,Kerala
109,Kerala,2021,2,4138,3.7,Too crowded during holidays.,3,backwater,Kerala
107,Kerala,2021,2,4138,3.3,Too crowded during holidays.,3,backwater,Kerala
112,Kerala,2021,2,4138,4.0,Not well maintained in some areas.,3,backwater,Kerala
143,Kerala,2021,2,4138,3.7,Good food and hotels.,3,backwater,Kerala
113,Rishikesh,2021,2,2169,4.1,"Amazing views, perfect for families.",2,adventure,Rishikesh
158,Rishikesh,2021,2,2169,4.1,Not well maintained in some areas.,2,adventure,Rishikesh
196,Rishikesh,2021,2,2169,4.7,Budget-friendly and great food.,2,adventure,Rishikesh
161,Rishikesh,2021,2,2169,4.4,Too crowded during holidays.,2,adventure,Rishikesh
129,Rishikesh,2021,2,2169,4.2,Budget-friendly and great food.,2,adventure,Rishikesh
177,Goa,2021,3,3438,4.3,Good food and hotels.,3,beach,Goa
116,Goa,2021,3,3438,3.9,Great place with excellent beaches.,3,beach,Goa
157,Goa,2021,3,3438,3.3,Not well maintained in some areas.,3,beach,Goa
198,Goa,2021,3,3438,3.5,Too crowded during holidays.,3,beach,Goa
129,Goa,2021,3,3438,4.2,Excellent hospitality.,3,beach,Goa
149,Manali,2021,3,2251,2.9,Excellent hospitality.,2,mountain,Manali
126,Manali,2021,3,2251,4.1,Too crowded during holidays.,2,mountain,Manali
133,Manali,2021,3,2251,3.6,Good food and hotels.,2,mountain,Manali
166,Manali,2021,3,2251,3.8,"Amazing views, perfect for families.",2,mountain,Manali
147,Manali,2021,3,2251,3.7,"Amazing views, perfect for families.",2,mountain,Manali
100,Jaipur,2021,3,2457,3.8,Excellent hospitality.,2,culture,Jaipur
154,Jaipur,2021,3,2457,4.0,Excellent hospitality.,2,culture,Jaipur
188,Jaipur,2021,3,2457,4.9,"Amazing views, perfect for families.",2,culture,Jaipur
180,Jaipur,2021,3,2457,4.1,Too crowded during holidays.,2,culture,Jaipur
134,Jaipur,2021,3,2457,4.5,Excellent hospitality.,2,culture,Jaipur
123,Varanasi,2021,3,2650,3.6,Too crowded during holidays.,2,spiritual,Varanasi
103,Varanasi,2021,3,2650,4.4,Must visit for culture lovers.,2,spiritual,Varanasi
194,Varanasi,2021,3,2650,3.5,Must visit for culture lovers.,2,spiritual,Varanasi
122,Varanasi,2021,3,2650,4.5,Adventure sports were thrilling.,2,spiritual,Varanasi
110,Varanasi,2021,3,2650,4.2,Great place with excellent beaches.,2,spiritual,Varanasi
124,Kerala,2021,3,2553,3.4,Too crowded during holidays.,3,backwater,Kerala
192,Kerala,2021,3,2553,4.1,Too crowded during holidays.,3,backwater,Kerala
118,Kerala,2021,3,2553,4.8,Excellent hospitality.,3,backwater,Kerala
197,Kerala,2021,3,2553,4.1,"Amazing views, perfect for families.",3,backwater,Kerala
186,Kerala,2021,3,2553,3.9,Budget-friendly and great food.,3,backwater,Kerala
102,Rishikesh,2021,3,2185,4.2,Peaceful and beautiful scenery.,2,adventure,Rishikesh
141,Rishikesh,2021,3,2185,4.8,Too crowded during holidays.,2,adventure,Rishikesh
177,Rishikesh,2021,3,2185,4.1,Good food and hotels.,2,adventure,Rishikesh
130,Rishikesh,2021,3,2185,3.4,Adventure sports were thrilling.,2,adventure,Rishikesh
145,Rishikesh,2021,3,2185,3.3,Too crowded during holidays.,2,adventure,Rishikesh
174,Goa,2021,4,3495,4.7,Too crowded during holidays.,3,beach,Goa
187,Goa,2021,4,3495,3.6,Adventure sports were thrilling.,3,beach,Goa
115,Goa,2021,4,3495,4.3,Not well maintained in some areas.,3,beach,Goa
180,Goa,2021,4,3495,3.8,Excellent hospitality.,3,beach,Goa
106,Goa,2021,4,3495,4.0,Budget-friendly and great food.,3,beach,Goa
101,Manali,2021,4,1950,3.0,"Amazing views, perfect for families.",2,mountain,Manali
122,Manali,2021,4,1950,4.0,Great place with excellent beaches.,2,mountain,Manali
117,Manali,2021,4,1950,3.6,Excellent hospitality.,2,mountain,Manali
183,Manali,2021,4,1950,3.4,Budget-friendly and great food.,2,mountain,Manali
190,Manali,2021,4,1950,3.6,"Amazing views, perfect for families.",2,mountain,Manali
108,Jaipur,2021,4,2399,3.8,Great place with excellent beaches.,2,culture,Jaipur
173,Jaipur,2021,4,2399,3.8,Budget-friendly and great food.,2,culture,Jaipur
182,Jaipur,2021,4,2399,4.5,"Amazing views, perfect for families.",2,culture,Jaipur
169,Jaipur,2021,4,2399,4.3,Excellent hospitality.,2,culture,Jaipur
102,Jaipur,2021,4,2399,4.7,Must visit for culture lovers.,2,culture,Jaipur
149,Varanasi,2021,4,2753,3.5,Must visit for culture lovers.,2,spiritual,Varanasi
193,Varanasi,2021,4,2753,4.0,Adventure sports were thrilling.,2,spiritual,Varanasi
189,Varanasi,2021,4,2753,4.1,Excellent hospitality.,2,spiritual,Varanasi
102,Varanasi,2021,4,2753,5.0,Not well maintained in some areas.,2,spiritual,Varanasi
190,Varanasi,2021,4,2753,4.9,Too crowded during holidays.,2,spiritual,Varanasi
142,Kerala,2021,4,2344,3.6,Must visit for culture lovers.,3,backwater,Kerala
178,Kerala,2021,4,2344,3.7,Good food and hotels.,3,backwater,Kerala
170,Kerala,2021,4,2344,2.9,Must visit for culture lovers.,3,backwater,Kerala
163,Kerala,2021,4,2344,3.9,Good food and hotels.,3,backwater,Kerala
146,Kerala,2021,4,2344,3.5,Good food and hotels.,3,backwater,Kerala
142,Rishikesh,2021,4,1941,3.3,Peaceful and beautiful scenery.,2,adventure,Rishikesh
111,Rishikesh,2021,4,1941,5.0,Must visit for culture lovers.,2,adventure,Rishikesh
191,Rishikesh,2021,4,1941,3.4,Must visit for culture lovers.,2,adventure,Rishikesh
136,Rishikesh,2021,4,1941,3.5,Adventure sports were thrilling.,2,adventure,Rishikesh
110,Rishikesh,2021,4,1941,4.9,Not well maintained in some areas.,2,adventure,Rishikesh
106,Goa,2021,5,3871,3.9,"Amazing views, perfect for families.",3,beach,Goa
158,Goa,2021,5,3871,4.4,Must visit for culture lovers.,3,beach,Goa
146,Goa,2021,5,3871,4.2,Good food and hotels.,3,beach,Goa
135,Goa,2021,5,3871,3.8,Good food and hotels.,3,beach,Goa
184,Goa,2021,5,3871,3.9,Not well maintained in some areas.,3,beach,Goa
152,Manali,2021,5,4087,4.2,"Amazing views, perfect for families.",2,mountain,Manali
170,Manali,2021,5,4087,4.5,Adventure sports were thrilling.,2,mountain,Manali
102,Manali,2021,5,4087,4.1,Good food and hotels.,2,mountain,Manali
105,Manali,2021,5,4087,4.2,Too crowded during holidays.,2,mountain,Manali
129,Manali,2021,5,4087,4.0,Peaceful and beautiful scenery.,2,mountain,Manali
182,Jaipur,2021,5,2500,4.8,Too crowded during holidays.,2,culture,Jaipur
152,Jaipur,2021,5,2500,4.2,Must visit for culture lovers.,2,culture,Jaipur
149,Jaipur,2021,5,2500,3.6,Too crowded during holidays.,2,culture,Jaipur
104,Jaipur,2021,5,2500,3.4,Excellent hospitality.,2,culture,Jaipur
176,Jaipur,2021,5,2500,4.6,Great place with excellent beaches.,2,culture,Jaipur
123,Varanasi,2021,5,2878,3.4,Great place with excellent beaches.,2,spiritual,Varanasi
139,Varanasi,2021,5,2878,3.8,Budget-friendly and great food.,2,spiritual,Varanasi
190,Varanasi,2021,5,2878,4.1,Great place with excellent beaches.,2,spiritual,Varanasi
168,Varanasi,2021,5,2878,4.0,Great place with excellent beaches.,2,spiritual,Varanasi
109,Varanasi,2021,5,2878,3.9,Must visit for culture lovers.,2,spiritual,Varanasi
179,Kerala,2021,5,2568,4.1,Good food and hotels.,3,backwater,Kerala
131,Kerala,2021,5,2568,4.1,Budget-friendly and great food.,3,backwater,Kerala
151,Kerala,2021,5,2568,3.8,"Amazing views, perfect for families.",3,backwater,Kerala
150,Kerala,2021,5,2568,3.1,Adventure sports were thrilling.,3,backwater,Kerala
196,Kerala,2021,5,2568,4.2,"Amazing views, perfect for families.",3,backwater,Kerala
197,Rishikesh,2021,5,3718,3.5,Must visit for culture lovers.,2,adventure,Rishikesh
136,Rishikesh,2021,5,3718,3.8,"Amazing views, perfect for families.",2,adventure,Rishikesh
199,Rishikesh,2021,5,3718,4.7,Adventure sports were thrilling.,2,adventure,Rishikesh
132,Rishikesh,2021,5,3718,4.3,Too crowded during holidays.,2,adventure,Rishikesh
150,Rishikesh,2021,5,3718,4.9,Not well maintained in some areas.,2,adventure,Rishikesh
148,Goa,2021,6,1853,4.0,Good food and hotels.,3,beach,Goa
151,Goa,2021,6,1853,3.7,Budget-friendly and great food.,3,beach,Goa
194,Goa,2021,6,1853,4.5,Budget-friendly and great food.,3,beach,Goa
144,Goa,2021,6,1853,3.4,Good food and hotels.,3,beach,Goa
184,Goa,2021,6,1853,4.4,Good food and hotels.,3,beach,Goa
109,Manali,2021,6,4442,3.2,Peaceful and beautiful scenery.,2,mountain,Manali
151,Manali,2021,6,4442,4.0,Excellent hospitality.,2,mountain,Manali
192,Manali,2021,6,4442,3.4,Too crowded during holidays.,2,mountain,Manali
160,Manali,2021,6,4442,3.7,Great place with excellent beaches.,2,mountain,Manali
162,Manali,2021,6,4442,4.8,Adventure sports were thrilling.,2,mountain,Manali
193,Jaipur,2021,6,2691,4.2,Budget-friendly and great food.,2,culture,Jaipur
195,Jaipur,2021,6,2691,4.6,Not well maintained in some areas.,2,culture,Jaipur
109,Jaipur,2021,6,2691,4.3,Excellent hospitality.,2,culture,Jaipur
191,Jaipur,2021,6,2691,2.9,Budget-friendly and great food.,2,culture,Jaipur
177,Jaipur,2021,6,2691,4.2,Not well maintained in some areas.,2,culture,Jaipur
151,Varanasi,2021,6,2821,4.3,Good food and hotels.,2,spiritual,Varanasi
149,Varanasi,2021,6,2821,3.2,Must visit for culture lovers.,2,spiritual,Varanasi
109,Varanasi,2021,6,2821,4.7,Good food and hotels.,2,spiritual,Varanasi
178,Varanasi,2021,6,2821,4.2,Too crowded during holidays.,2,spiritual,Varanasi
189,Varanasi,2021,6,2821,4.4,Good food and hotels.,2,spiritual,Varanasi
119,Kerala,2021,6,2428,3.6,Excellent hospitality.,3,backwater,Kerala
165,Kerala,2021,6,2428,3.9,Good food and hotels.,3,backwater,Kerala
171,Kerala,2021,6,2428,3.9,Excellent hospitality.,3,backwater,Kerala
133,Kerala,2021,6,2428,4.2,Budget-friendly and great food.,3,backwater,Kerala
173,Kerala,2021,6,2428,4.5,Not well maintained in some areas.,3,backwater,Kerala
172,Rishikesh,2021,6,2882,4.1,Too crowded during holidays.,2,adventure,Rishikesh
171,Rishikesh,2021,6,2882,4.4,Excellent hospitality.,2,adventure,Rishikesh
112,Rishikesh,2021,6,2882,4.0,Adventure sports were thrilling.,2,adventure,Rishikesh
137,Rishikesh,2021,6,2882,4.7,Excellent hospitality.,2,adventure,Rishikesh
125,Rishikesh,2021,6,2882,4.4,Not well maintained in some areas.,2,adventure,Rishikesh
111,Goa,2021,7,1752,3.8,Adventure sports were thrilling.,3,beach,Goa
126,Goa,2021,7,1752,4.1,Adventure sports were thrilling.,3,beach,Goa
187,Goa,2021,7,1752,4.7,Adventure sports were thrilling.,3,beach,Goa
140,Goa,2021,7,1752,3.2,Adventure sports were thrilling.,3,beach,Goa
184,Goa,2021,7,1752,3.4,"Amazing views, perfect for families.",3,beach,Goa
156,Manali,2021,7,4019,3.3,Excellent hospitality.,2,mountain,Manali
130,Manali,2021,7,4019,2.8,Budget-friendly and great food.,2,mountain,Manali
199,Manali,2021,7,4019,4.0,Not well maintained in some areas.,2,mountain,Manali
101,Manali,2021,7,4019,3.8,"Amazing views, perfect for families.",2,mountain,Manali
143,Manali,2021,7,4019,4.2,Too crowded during holidays.,2,mountain,Manali
113,Jaipur,2021,7,2710,4.3,Good food and hotels.,2,culture,Jaipur
196,Jaipur,2021,7,2710,3.6,Great place with excellent beaches.,2,culture,Jaipur
163,Jaipur,2021,7,2710,3.9,Good food and hotels.,2,culture,Jaipur
102,Jaipur,2021,7,2710,4.1,Excellent hospitality.,2,culture,Jaipur
165,Jaipur,2021,7,2710,4.4,Great place with excellent beaches.,2,culture,Jaipur
128,Varanasi,2021,7,2681,3.0,Must visit for culture lovers.,2,spiritual,Varanasi
164,Varanasi,2021,7,2681,3.4,"Amazing views, perfect for families.",2,spiritual,Varanasi
190,Varanasi,2021,7,2681,3.3,Excellent hospitality.,2,spiritual,Varanasi
103,Varanasi,2021,7,2681,2.8,Adventure sports were thrilling.,2,spiritual,Varanasi
186,Varanasi,2021,7,2681,3.7,Not well maintained in some areas.,2,spiritual,Varanasi
189,Kerala,2021,7,2824,3.6,Must visit for culture lovers.,3,backwater,Kerala
192,Kerala,2021,7,2824,4.7,Must visit for culture lovers.,3,backwater,Kerala
111,Kerala,2021,7,2824,4.0,Peaceful and beautiful scenery.,3,backwater,Kerala
184,Kerala,2021,7,2824,3.6,Peaceful and beautiful scenery.,3,backwater,Kerala
176,Kerala,2021,7,2824,3.7,Not well maintained in some areas.,3,backwater,Kerala
127,Rishikesh,2021,7,1655,3.3,Budget-friendly and great food.,2,adventure,Rishikesh
101,Rishikesh,2021,7,1655,4.2,Good food and hotels.,2,adventure,Rishikesh
105,Rishikesh,2021,7,1655,3.5,Adventure sports were thrilling.,2,adventure,Rishikesh
118,Rishikesh,2021,7,1655,4.2,Adventure sports were thrilling.,2,adventure,Rishikesh
103,Rishikesh,2021,7,1655,3.9,Budget-friendly and great food.,2,adventure,Rishikesh
177,Goa,2021,8,950,4.2,Adventure sports were thrilling.,3,beach,Goa
109,Goa,2021,8,950,3.9,Adventure sports were thrilling.,3,beach,Goa
136,Goa,2021,8,950,4.2,Not well maintained in some areas.,3,beach,Goa
116,Goa,2021,8,950,4.2,Not well maintained in some areas.,3,beach,Goa
139,Goa,2021,8,950,4.7,Great place with excellent beaches.,3,beach,Goa
144,Manali,2021,8,4397,4.2,Too crowded during holidays.,2,mountain,Manali
153,Manali,2021,8,4397,3.9,Not well maintained in some areas.,2,mountain,Manali
169,Manali,2021,8,4397,4.2,"Amazing views, perfect for families.",2,mountain,Manali
156,Manali,2021,8,4397,5.0,Peaceful and beautiful scenery.,2,mountain,Manali
140,Manali,2021,8,4397,5.0,"Amazing views, perfect for families.",2,mountain,Manali
161,Jaipur,2021,8,2520,4.2,Good food and hotels.,2,culture,Jaipur
190,Jaipur,2021,8,2520,3.6,Great place with excellent beaches.,2,culture,Jaipur
126,Jaipur,2021,8,2520,3.2,Great place with excellent beaches.,2,culture,Jaipur
130,Jaipur,2021,8,2520,3.0,"Amazing views, perfect for families.",2,culture,Jaipur
109,Jaipur,2021,8,2520,3.4,Adventure sports were thrilling.,2,culture,Jaipur
141,Varanasi,2021,8,2662,4.2,Great place with excellent beaches.,2,spiritual,Varanasi
128,Varanasi,2021,8,2662,3.8,Great place with excellent beaches.,2,spiritual,Varanasi
147,Varanasi,2021,8,2662,3.9,Peaceful and beautiful scenery.,2,spiritual,Varanasi
199,Varanasi,2021,8,2662,4.1,Not well maintained in some areas.,2,spiritual,Varanasi
160,Varanasi,2021,8,2662,4.3,Good food and hotels.,2,spiritual,Varanasi
132,Kerala,2021,8,2498,4.7,Excellent hospitality.,3,backwater,Kerala
152,Kerala,2021,8,2498,4.0,Peaceful and beautiful scenery.,3,backwater,Kerala
153,Kerala,2021,8,2498,4.3,Peaceful and beautiful scenery.,3,backwater,Kerala
119,Kerala,2021,8,2498,4.0,Good food and hotels.,3,backwater,Kerala
142,Kerala,2021,8,2498,3.9,Not well maintained in some areas.,3,backwater,Kerala
151,Rishikesh,2021,8,1866,4.3,Adventure sports were thrilling.,2,adventure,Rishikesh
130,Rishikesh,2021,8,1866,4.5,Not well maintained in some areas.,2,adventure,Rishikesh
149,Rishikesh,2021,8,1866,4.2,Great place with excellent beaches.,2,adventure,Rishikesh
183,Rishikesh,2021,8,1866,3.9,Too crowded during holidays.,2,adventure,Rishikesh
123,Rishikesh,2021,8,1866,4.2,Good food and hotels.,2,adventure,Rishikesh
190,Goa,2021,9,2907,4.7,Peaceful and beautiful scenery.,3,beach,Goa
173,Goa,2021,9,2907,4.4,Peaceful and beautiful scenery.,3,beach,Goa
106,Goa,2021,9,2907,3.6,Adventure sports were thrilling.,3,beach,Goa
130,Goa,2021,9,2907,3.2,Must visit for culture lovers.,3,beach,Goa
170,Goa,2021,9,2907,2.5,Peaceful and beautiful scenery.,3,beach,Goa
182,Manali,2021,9,1836,3.2,Excellent hospitality.,2,mountain,Manali
144,Manali,2021,9,1836,3.9,"Amazing views, perfect for families.",2,mountain,Manali
177,Manali,2021,9,1836,4.0,Not well maintained in some areas.,2,mountain,Manali
107,Manali,2021,9,1836,4.0,Adventure sports were thrilling.,2,mountain,Manali
197,Manali,2021,9,1836,4.4,Great place with excellent beaches.,2,mountain,Manali
144,Jaipur,2021,9,2603,3.6,Not well maintained in some areas.,2,culture,Jaipur
115,Jaipur,2021,9,2603,4.7,Good food and hotels.,2,culture,Jaipur
169,Jaipur,2021,9,2603,3.9,Budget-friendly and great food.,2,culture,Jaipur
116,Jaipur,2021,9,2603,4.7,Must visit for culture lovers.,2,culture,Jaipur
141,Jaipur,2021,9,2603,3.8,Peaceful and beautiful scenery.,2,culture,Jaipur
104,Varanasi,2021,9,3236,3.5,Must visit for culture lovers.,2,spiritual,Varanasi
153,Varanasi,2021,9,3236,3.8,Must visit for culture lovers.,2,spiritual,Varanasi
143,Varanasi,2021,9,3236,4.2,Peaceful and beautiful scenery.,2,spiritual,Varanasi
181,Varanasi,2021,9,3236,3.2,Budget-friendly and great food.,2,spiritual,Varanasi
174,Varanasi,2021,9,3236,4.3,Adventure sports were thrilling.,2,spiritual,Varanasi
170,Kerala,2021,9,2438,4.1,Peaceful and beautiful scenery.,3,backwater,Kerala
148,Kerala,2021,9,2438,3.9,Great place with excellent beaches.,3,backwater,Kerala
101,Kerala,2021,9,2438,3.9,Budget-friendly and great food.,3,backwater,Kerala
156,Kerala,2021,9,2438,3.9,Must visit for culture lovers.,3,backwater,Kerala
195,Kerala,2021,9,2438,4.1,Must visit for culture lovers.,3,backwater,Kerala
172,Rishikesh,2021,9,2897,4.1,Must visit for culture lovers.,2,adventure,Rishikesh
152,Rishikesh,2021,9,2897,5.0,Must visit for culture lovers.,2,adventure,Rishikesh
180,Rishikesh,2021,9,2897,4.0,Good food and hotels.,2,adventure,Rishikesh
187,Rishikesh,2021,9,2897,3.8,Excellent hospitality.,2,adventure,Rishikesh
133,Rishikesh,2021,9,2897,3.6,Adventure sports were thrilling.,2,adventure,Rishikesh
133,Goa,2021,10,2690,4.2,Great place with excellent beaches.,3,beach,Goa
149,Goa,2021,10,2690,4.0,Adventure sports were thrilling.,3,beach,Goa
136,Goa,2021,10,2690,3.6,Too crowded during holidays.,3,beach,Goa
184,Goa,2021,10,2690,4.5,Budget-friendly and great food.,3,beach,Goa
157,Goa,2021,10,2690,4.4,Must visit for culture lovers.,3,beach,Goa
144,Manali,2021,10,1952,4.0,Not well maintained in some areas.,2,mountain,Manali
168,Manali,2021,10,1952,4.1,Too crowded during holidays.,2,mountain,Manali
138,Manali,2021,10,1952,3.6,Excellent hospitality.,2,mountain,Manali
158,Manali,2021,10,1952,4.1,Great place with excellent beaches.,2,mountain,Manali
190,Manali,2021,10,1952,3.3,Not well maintained in some areas.,2,mountain,Manali
146,Jaipur,2021,10,2900,3.9,Must visit for culture lovers.,2,culture,Jaipur
184,Jaipur,2021,10,2900,3.5,Excellent hospitality.,2,culture,Jaipur
175,Jaipur,2021,10,2900,4.4,Adventure sports were thrilling.,2,culture,Jaipur
196,Jaipur,2021,10,2900,5.0,Peaceful and beautiful scenery.,2,culture,Jaipur
165,Jaipur,2021,10,2900,3.4,Budget-friendly and great food.,2,culture,Jaipur
193,Varanasi,2021,10,2548,4.9,Budget-friendly and great food.,2,spiritual,Varanasi
164,Varanasi,2021,10,2548,3.2,Peaceful and beautiful scenery.,2,spiritual,Varanasi
196,Varanasi,2021,10,2548,3.4,Adventure sports were thrilling.,2,spiritual,Varanasi
141,Varanasi,2021,10,2548,3.8,Excellent hospitality.,2,spiritual,Varanasi
192,Varanasi,2021,10,2548,3.7,"Amazing views, perfect for families.",2,spiritual,Varanasi
196,Kerala,2021,10,2843,3.7,Too crowded during holidays.,3,backwater,Kerala
145,Kerala,2021,10,2843,3.7,Not well maintained in some areas.,3,backwater,Kerala
124,Kerala,2021,10,2843,4.3,Must visit for culture lovers.,3,backwater,Kerala
182,Kerala,2021,10,2843,4.4,Good food and hotels.,3,backwater,Kerala
131,Kerala,2021,10,2843,4.2,Great place with excellent beaches.,3,backwater,Kerala
108,Rishikesh,2021,10,1594,4.2,"Amazing views, perfect for families.",2,adventure,Rishikesh
192,Rishikesh,2021,10,1594,3.6,Excellent hospitality.,2,adventure,Rishikesh
136,Rishikesh,2021,10,1594,3.4,Great place with excellent beaches.,2,adventure,Rishikesh
104,Rishikesh,2021,10,1594,4.4,"Amazing views, perfect for families.",2,adventure,Rishikesh
110,Rishikesh,2021,10,1594,4.1,Peaceful and beautiful scenery.,2,adventure,Rishikesh
122,Goa,2021,11,4815,4.2,Budget-friendly and great food.,3,beach,Goa
144,Goa,2021,11,4815,3.7,Great place with excellent beaches.,3,beach,Goa
160,Goa,2021,11,4815,3.8,Must visit for culture lovers.,3,beach,Goa
184,Goa,2021,11,4815,4.7,Too crowded during holidays.,3,beach,Goa
109,Goa,2021,11,4815,3.5,Not well maintained in some areas.,3,beach,Goa
165,Manali,2021,11,1276,3.8,"Amazing views, perfect for families.",2,mountain,Manali
177,Manali,2021,11,1276,3.9,Good food and hotels.,2,mountain,Manali
134,Manali,2021,11,1276,3.9,Great place with excellent beaches.,2,mountain,Manali
150,Manali,2021,11,1276,3.4,Too crowded during holidays.,2,mountain,Manali
185,Manali,2021,11,1276,4.3,Not well maintained in some areas.,2,mountain,Manali
179,Jaipur,2021,11,4157,3.9,Good food and hotels.,2,culture,Jaipur
169,Jaipur,2021,11,4157,4.3,Peaceful and beautiful scenery.,2,culture,Jaipur
143,Jaipur,2021,11,4157,3.1,Too crowded during holidays.,2,culture,Jaipur
141,Jaipur,2021,11,4157,4.1,Too crowded during holidays.,2,culture,Jaipur
153,Jaipur,2021,11,4157,3.8,Good food and hotels.,2,culture,Jaipur
113,Varanasi,2021,11,3354,4.2,Excellent hospitality.,2,spiritual,Varanasi
110,Varanasi,2021,11,3354,3.6,Must visit for culture lovers.,2,spiritual,Varanasi
133,Varanasi,2021,11,3354,4.1,Too crowded during holidays.,2,spiritual,Varanasi
136,Varanasi,2021,11,3354,4.6,Great place with excellent beaches.,2,spiritual,Varanasi
139,Varanasi,2021,11,3354,3.8,Must visit for culture lovers.,2,spiritual,Varanasi
153,Kerala,2021,11,3692,3.2,Too crowded during holidays.,3,backwater,Kerala
192,Kerala,2021,11,3692,4.2,Good food and hotels.,3,backwater,Kerala
149,Kerala,2021,11,3692,3.7,Adventure sports were thrilling.,3,backwater,Kerala
198,Kerala,2021,11,3692,2.7,"Amazing views, perfect for families.",3,backwater,Kerala
172,Kerala,2021,11,3692,4.4,Not well maintained in some areas.,3,backwater,Kerala
184,Rishikesh,2021,11,2181,5.0,Peaceful and beautiful scenery.,2,adventure,Rishikesh
129,Rishikesh,2021,11,2181,4.2,Excellent hospitality.,2,adventure,Rishikesh
122,Rishikesh,2021,11,2181,4.2,Great place with excellent beaches.,2,adventure,Rishikesh
124,Rishikesh,2021,11,2181,3.9,Peaceful and beautiful scenery.,2,adventure,Rishikesh
